100,7,60
1,-1,1,-1,2,0,58,6,30
1,-1,1,-1,4,0,13,2,49
1,-1,1,-1,4,0,51,2,10
1,-1,1,-1,4,0,59,3,47
1,-1,1,-1,1,0,4,4,38
1,-1,1,-1,4,0,96,4,57
1,-1,1,-1,2,0,51,6,51
1,-1,1,-1,1,0,19,5,29
1,-1,1,-1,1,0,22,2,9
1,-1,1,-1,1,0,46,3,6
1,-1,1,-1,1,0,73,2,3
1,-1,1,-1,3,0,70,1,26
1,-1,1,-1,2,0,54,4,24
1,-1,1,-1,4,0,37,6,52
1,-1,1,-1,1,0,69,1,8
1,-1,1,-1,3,0,88,5,35
1,-1,1,-1,2,0,46,2,11
1,-1,1,-1,4,0,98,1,49
1,-1,1,-1,3,0,42,6,18
1,-1,1,-1,4,0,56,3,44
1,-1,1,-1,1,0,60,5,0
1,-1,1,-1,2,0,86,1,50
1,-1,1,-1,4,0,30,4,38
1,-1,1,-1,2,0,74,6,46
1,-1,1,-1,3,0,21,3,16
1,-1,1,-1,3,0,80,4,24
1,-1,1,-1,1,0,67,1,43
1,-1,1,-1,1,0,41,5,29
1,-1,1,-1,3,0,98,3,40
1,-1,1,-1,4,0,2,2,8
1,-1,1,-1,4,0,9,4,5
1,-1,1,-1,2,0,52,3,55
1,-1,1,-1,3,0,91,0,19
1,-1,1,-1,1,0,70,1,29
1,-1,1,-1,4,0,98,3,9
1,-1,1,-1,2,0,71,3,19
1,-1,1,-1,3,0,88,5,16
1,-1,1,-1,2,0,99,3,14
1,-1,1,-1,1,0,54,5,45
1,-1,1,-1,3,0,57,5,29
1,-1,1,-1,4,0,14,0,50
1,-1,1,-1,2,0,6,5,22
1,-1,1,-1,2,0,51,5,14
1,-1,1,-1,1,0,14,4,21
1,-1,1,-1,4,0,26,1,24
1,-1,1,-1,1,0,41,2,33
1,-1,1,-1,3,0,30,2,4
1,-1,1,-1,4,0,92,3,2
1,-1,1,-1,1,0,46,3,9
1,-1,1,-1,3,0,23,0,27
1,-1,1,-1,4,0,67,0,8
1,-1,1,-1,4,0,5,0,6
1,-1,1,-1,1,0,67,1,38
1,-1,1,-1,2,0,65,1,0
1,-1,1,-1,2,0,90,4,48
1,-1,1,-1,3,0,70,6,31
1,-1,1,-1,4,0,72,6,51
1,-1,1,-1,3,0,44,0,29
1,-1,1,-1,2,0,49,4,17
1,-1,1,-1,2,0,27,1,8
1,-1,1,-1,3,0,79,5,49
1,-1,1,-1,2,0,2,0,57
1,-1,1,-1,2,0,16,5,40
1,-1,1,-1,4,0,87,3,21
1,-1,1,-1,3,0,82,2,47
1,-1,1,-1,4,0,70,5,59
1,-1,1,-1,3,0,13,4,57
1,-1,1,-1,4,0,40,6,30
1,-1,1,-1,4,0,33,6,21
1,-1,1,-1,2,0,87,5,23
1,-1,1,-1,2,0,89,6,14
1,-1,1,-1,4,0,62,6,50
1,-1,1,-1,3,0,2,0,19
1,-1,1,-1,4,0,91,5,45
1,-1,1,-1,2,0,96,3,36
1,-1,1,-1,1,0,47,4,30
1,-1,1,-1,3,0,17,0,51
1,-1,1,-1,1,0,58,6,44
1,-1,1,-1,4,0,53,5,26
1,-1,1,-1,1,0,71,0,5
1,-1,1,-1,1,0,49,6,6
1,-1,1,-1,3,0,9,2,18
1,-1,1,-1,2,0,88,6,37
1,-1,1,-1,4,0,20,4,25
1,-1,1,-1,3,0,47,6,16
1,-1,1,-1,1,0,72,2,59
1,-1,1,-1,3,0,64,1,40
1,-1,1,-1,3,0,19,5,20
1,-1,1,-1,2,0,25,5,44
1,-1,1,-1,3,0,39,6,5
1,-1,1,-1,1,0,85,1,4
1,-1,1,-1,2,0,55,2,20
1,-1,1,-1,1,0,15,1,0
1,-1,1,-1,4,0,23,5,12
1,-1,1,-1,4,0,83,5,20
1,-1,1,-1,2,0,24,2,53
1,-1,1,-1,4,0,44,4,22
1,-1,1,-1,4,0,34,2,17
1,-1,1,-1,4,0,84,4,54
1,-1,1,-1,3,0,47,6,52
1,-1,1,-1,1,0,46,2,30
1,-1,1,-1,1,0,9,0,17
1,-1,1,-1,2,0,72,1,32
1,-1,1,-1,4,0,41,2,58
1,-1,1,-1,2,0,11,5,11
1,-1,1,-1,1,0,96,2,3
1,-1,1,-1,1,0,44,1,11
1,-1,1,-1,4,0,18,1,38
1,-1,1,-1,1,0,33,4,41
1,-1,1,-1,3,0,60,3,45
1,-1,1,-1,3,0,76,2,11
1,-1,1,-1,2,0,43,3,49
1,-1,1,-1,1,0,28,2,45
1,-1,1,-1,2,0,86,4,0
1,-1,1,-1,1,0,34,3,59
1,-1,1,-1,4,0,61,2,53
1,-1,1,-1,1,0,62,2,58
1,-1,1,-1,1,0,26,2,25
1,-1,1,-1,2,0,73,1,57
1,-1,1,-1,1,0,53,0,0
1,-1,1,-1,1,0,24,0,14
1,-1,1,-1,3,0,2,5,33
1,-1,1,-1,3,0,14,1,18
1,-1,1,-1,1,0,50,2,30
1,-1,1,-1,3,0,54,1,27
1,-1,1,-1,2,0,67,0,45
1,-1,1,-1,1,0,69,4,7
1,-1,1,-1,2,0,86,5,6
1,-1,1,-1,4,0,91,6,15
1,-1,1,-1,4,0,21,4,24
1,-1,1,-1,2,0,67,0,26
1,-1,1,-1,2,0,92,5,37
1,-1,1,-1,2,0,54,1,50
1,-1,1,-1,4,0,47,3,29
1,-1,1,-1,2,0,32,1,56
1,-1,1,-1,3,0,20,6,4
1,-1,1,-1,2,0,54,3,0
1,-1,1,-1,2,0,37,6,32
1,-1,1,-1,4,0,86,3,43
1,-1,1,-1,4,0,78,5,34
1,-1,1,-1,2,0,18,4,43
1,-1,1,-1,2,0,97,0,52
1,-1,1,-1,4,0,19,5,52
1,-1,1,-1,1,0,46,1,54
1,-1,1,-1,1,0,73,4,24
1,-1,1,-1,2,0,74,3,26
1,-1,1,-1,2,0,97,3,53
1,-1,1,-1,2,0,62,6,45
1,-1,1,-1,3,0,73,0,45
1,-1,1,-1,2,0,64,3,6
1,-1,1,-1,2,0,35,2,24
1,-1,1,-1,2,0,6,0,55
1,-1,1,-1,4,0,8,4,45
1,-1,1,-1,4,0,25,1,3
1,-1,1,-1,2,0,57,6,55
1,-1,1,-1,1,0,10,6,51
1,-1,1,-1,2,0,5,0,28
1,-1,1,-1,4,0,76,1,37
1,-1,1,-1,1,0,88,1,10
1,-1,1,-1,1,0,22,0,18
1,-1,1,-1,1,0,8,3,40
1,-1,1,-1,4,0,50,1,10
1,-1,1,-1,2,0,23,6,59
1,-1,1,-1,1,0,33,1,57
1,-1,1,-1,4,0,97,3,26
1,-1,1,-1,2,0,78,5,30
1,-1,1,-1,2,0,34,6,45
1,-1,1,-1,4,0,10,2,25
1,-1,1,-1,2,0,56,5,12
1,-1,1,-1,4,0,82,0,5
1,-1,1,-1,4,0,17,4,29
1,-1,1,-1,3,0,1,3,20
1,-1,1,-1,4,0,58,3,49
1,-1,1,-1,4,0,76,3,38
1,-1,1,-1,2,0,10,3,59
1,-1,1,-1,2,0,31,4,19
1,-1,1,-1,3,0,91,2,26
1,-1,1,-1,1,0,39,3,4
1,-1,1,-1,2,0,84,1,42
1,-1,1,-1,4,0,47,2,22
1,-1,1,-1,3,0,91,3,12
1,-1,1,-1,4,0,17,4,46
1,-1,1,-1,2,0,90,3,32
1,-1,1,-1,1,0,67,4,31
1,-1,1,-1,4,0,48,5,0
1,-1,1,-1,1,0,70,5,14
1,-1,1,-1,1,0,88,2,57
1,-1,1,-1,2,0,60,3,36
1,-1,1,-1,1,0,1,1,45
1,-1,1,-1,4,0,69,4,13
1,-1,1,-1,2,0,53,5,45
1,-1,1,-1,4,0,51,1,41
1,-1,1,-1,2,0,54,5,53
1,-1,1,-1,4,0,33,1,11
1,-1,1,-1,4,0,35,1,34
1,-1,1,-1,1,0,90,1,16
1,-1,1,-1,1,0,3,4,29
1,-1,1,-1,2,0,85,5,32
1,-1,1,-1,3,0,93,3,21
1,-1,1,-1,2,0,9,1,13
1,-1,1,-1,3,0,62,6,16
1,-1,1,-1,1,0,64,2,32
1,-1,1,-1,4,0,45,4,0
1,-1,1,-1,4,0,34,3,31
1,-1,1,-1,1,0,35,6,52
1,-1,1,-1,2,0,31,0,34
1,-1,1,-1,3,0,50,1,25
1,-1,1,-1,4,0,57,6,1
1,-1,1,-1,3,0,30,0,33
1,-1,1,-1,4,0,33,3,44
1,-1,1,-1,3,0,52,2,59
1,-1,1,-1,2,0,91,0,15
1,-1,1,-1,3,0,35,6,36
1,-1,1,-1,2,0,82,6,25
1,-1,1,-1,3,0,15,6,33
1,-1,1,-1,4,0,92,1,22
1,-1,1,-1,4,0,66,2,43
1,-1,1,-1,1,0,33,1,49
1,-1,1,-1,3,0,88,6,12
1,-1,1,-1,3,0,36,1,2
1,-1,1,-1,4,0,12,2,48
1,-1,1,-1,4,0,98,1,59
1,-1,1,-1,4,0,55,3,53
1,-1,1,-1,2,0,67,0,35
1,-1,1,-1,2,0,32,1,34
1,-1,1,-1,3,0,57,1,32
1,-1,1,-1,3,0,12,3,18
1,-1,1,-1,4,0,49,3,21
1,-1,1,-1,4,0,86,3,7
1,-1,1,-1,1,0,35,1,39
1,-1,1,-1,2,0,57,4,13
1,-1,1,-1,3,0,58,3,14
1,-1,1,-1,3,0,46,2,16
1,-1,1,-1,4,0,9,2,3
1,-1,1,-1,4,0,26,5,3
1,-1,1,-1,4,0,26,6,49
1,-1,1,-1,2,0,34,5,15
1,-1,1,-1,2,0,3,3,3
1,-1,1,-1,3,0,90,3,13
1,-1,1,-1,3,0,58,6,56
1,-1,1,-1,1,0,67,2,49
1,-1,1,-1,4,0,41,2,51
1,-1,1,-1,4,0,47,3,24
1,-1,1,-1,1,0,70,5,0
1,-1,1,-1,4,0,80,3,50
1,-1,1,-1,1,0,43,2,18
1,-1,1,-1,2,0,20,1,25
1,-1,1,-1,1,0,0,1,42
